INSTNM,LONGITUD,LATITUDE
Thomas University,-83.981478,30.813954
Three Rivers Community College,-90.430212,36.775114
Three Rivers Community College,-72.103039,41.509945
Thunderbird School of Global Management,-112.180861,33.620887
Thuy Princess Beauty College,-117.748468,34.057663
Tidewater Community College,-76.289669,36.850635
Tidewater Tech-Trades,-76.219925,36.872864
Tiffin Academy of Hair Design,-83.176045,41.114564
Tiffin University,-83.18355,41.119193
Tillamook Bay Community College,-123.837267,45.457232
Tint School of Makeup & Cosmetology-Seattle,-122.338591,47.61149
Tint School of Makeup and Cosmetology-Dallas,-96.871882,32.897238
Tint School of Makeup and Cosmetology-Grand Prairie,-97.000845,32.708639
Tint School of Makeup and Cosmetology-Irving,-96.98076,32.829662
Toccoa Falls College,-83.353462,34.59554
Tohono O'Odham Community College,-111.716249,31.991237
Toledo Academy of Beauty Culture-East,-83.46954,41.638326
Toledo Public Schools Adult and Continuing Education,-83.589256,41.68155
Toledo Restaurant Training Center,-83.627071,41.67803
Tom P Haney Technical Center,-85.646585,30.203363
Tomorrow's Image Barber Academy of Virginia,-76.525081,37.1182
Tompkins Cortland Community College,-76.287586,42.502006
Toni & Guy Hairdressing Academy-Albuquerque,-106.565966,35.102448
Toni & Guy Hairdressing Academy-Allentown,-75.42678,40.625855
Toni & Guy Hairdressing Academy-Ambler,-75.222153,40.154282
Toni & Guy Hairdressing Academy-Atlanta,-84.514617,33.950837
Toni & Guy Hairdressing Academy-Colorado Springs,-104.777461,38.90588
Toni & Guy Hairdressing Academy-Cranston,-71.478372,41.733395
Toni & Guy Hairdressing Academy-Jacksonville,-81.586741,30.2196
Toni & Guy Hairdressing Academy-Manteca,-121.216183,37.788987
Toni & Guy Hairdressing Academy-Modesto,-121.062891,37.69402
Toni & Guy Hairdressing Academy-Plano,-96.795198,33.026326
Toni & Guy Hairdressing Academy-Santa Monica,-118.494898,34.017466
Toni & Guy Hairdressing Academy-Shoreline,-122.345883,47.762427
Toni & Guy Hairdressing Academy-Worcester,-71.808651,42.28463
Tooele Applied Technology College,-112.324078,40.527001
Top Nails & Hair Beauty School,-111.939464,40.653083
Torah Temimah Talmudical Seminary,-73.971973,40.635509
Total Cosmetology Training Center,-117.391778,47.715686
Total Image Beauty Academy,-74.026091,40.77578
Total International Career Institute,-80.306786,25.849135
Total Look School of Cosmetology & Massage Therapy,-92.12078,43.382674
Total Transformation Institute of Cosmetology,-97.918135,29.88199
Tougaloo College,-90.159405,32.402719
Touro College,-73.989691,40.75348
Touro University California,-122.26555,38.084841
Touro University Nevada,-115.024021,36.04329
Touro University Worldwide,-118.057661,33.80844
Towson University,-76.612268,39.393008
Toyota Technological Institute at Chicago,-87.592521,41.78457
Tramy Beauty School,-117.07075,32.7501
Transformed Barber and Cosmetology Academy,-94.573032,39.013169
Transylvania University,-84.493883,38.053236
Travel Institute of the Pacific,-157.841529,21.298959
Traviss Career Center,-81.893503,27.99579
Traxlers School of Hair,-90.261855,32.267776
Treasure Valley Community College,-116.972693,44.019376
Trend Barber College,-95.449968,30.013479
Trend Barber College,-95.522162,29.656104
Trend Setters School of Cosmetology,-89.556509,37.284689
Trend Setters' Academy of Beauty Culture-Elizabethtown,-85.882526,37.703008
Trend Setters' Academy of Beauty Culture-Louisville,-85.684061,38.13488
Trend Setters' Academy of Beauty Culture-Louisville,-85.837659,38.146034
Trendsetters School of Beauty & Barbering,-81.717211,30.31195
Trenz Beauty Academy,-87.529531,41.61564
Trevecca Nazarene University,-86.753566,36.142115
Tri County Regional Vocational Technical High School,-71.421481,42.09362
Tri-County Adult Career Center,-82.19004,39.38327
Tri-County Beauty Academy,-89.655411,39.175681
Tri-County Community College,-83.966476,35.067021
Tri-County Technical College,-82.792015,34.641914
Tri-Rivers Career Center,-83.069824,40.583077
Tri-State Bible College,-82.585854,38.42617
Tri-State College of Acupuncture,-74.002085,40.739862
Tri-State Cosmetology Institute,-106.33749,31.75038
Tri-State Institute of Hair Design,-84.066427,37.10299
Triangle Tech Inc-Bethlehem,-75.428281,40.65445
Triangle Tech Inc-Dubois,-78.794311,41.146473
Triangle Tech Inc-Erie,-80.094975,42.111919
Triangle Tech Inc-Greensburg,-79.540082,40.303124
Triangle Tech Inc-Pittsburgh,-80.012666,40.461988
Triangle Tech Inc-Sunbury,-76.765478,40.855276
Tribeca Flashpoint College,-87.630936,41.882844
Tricoci University of Beauty Culture-Bridgeview,-87.802347,41.734817
Tricoci University of Beauty Culture-Chicago NE,-87.660688,41.999591
Tricoci University of Beauty Culture-Chicago NW,-87.806767,41.97766
Tricoci University of Beauty Culture-Danville,-87.634654,40.075994
Tricoci University of Beauty Culture-Elgin,-88.338747,42.026926
Tricoci University of Beauty Culture-Glendale Heights,-88.06568,41.904545
Tricoci University of Beauty Culture-Highland,-87.467018,41.555885
Tricoci University of Beauty Culture-Indianapolis,-86.03113,39.928723
Tricoci University of Beauty Culture-Lafayette,-86.887653,40.41982
Tricoci University of Beauty Culture-Libertyville,-87.942702,42.28167
Tricoci University of Beauty Culture-Peoria,-89.60137,40.745986
Tricoci University of Beauty Culture-Rockford,-89.009435,42.263898
Tricoci University of Beauty Culture-Urbana,-88.205839,40.117722
Tricoci University of Beauty Cuture LLC-Bloomington,-86.534713,39.181
Trident Technical College,-80.030388,32.925912
Trident University International,-118.034759,33.805244
Trine University,-85.005696,41.633389
Trine University-Arizona Regional Campus,-112.237552,33.613005
Trine University-Regional/Non-Traditional Campuses,-85.108364,41.176826
Trinidad State Junior College,-104.512184,37.172939
Trinity Baptist College,-81.705655,30.323755
Trinity Bible College,-98.517906,46.001037
Trinity Christian College,-87.784157,41.669189
Trinity College,-72.688684,41.746746
Trinity College of Florida,-82.677065,28.194222
Trinity College of Nursing & Health Sciences,-90.57091,41.48559
Trinity College of Puerto Rico,-66.614885,17.994411
Trinity Episcopal School for Ministry,-80.229331,40.593686
Trinity Health System School of Nursing,-80.625312,40.355039
Trinity International University-Florida,-80.257156,26.099656
Trinity International University-Illinois,-87.882722,42.197909
Trinity Law School,-117.852059,33.766071
Trinity Lutheran College,-122.207663,47.980328
Trinity Lutheran Seminary,-82.940697,39.958189
Trinity School of Health and Allied Sciences,-118.296511,33.85885
Trinity University,-98.482577,29.46286
Trinity Valley Community College,-95.858058,32.195686
Trinity Washington University,-77.004261,38.927398
Triton College,-87.841056,41.916082
Trocaire College,-78.812637,42.846625
Troy University,-85.950191,31.800128
Truckee Meadows Community College,-119.795319,39.572159
Truett-McConnell College,-83.745972,34.594437
Truman Medical Center School of Nurse Anesthesia,-94.575771,39.085029
Truman State University,-92.580531,40.188238
Trumbull Business College,-80.782192,41.211596
Trumbull Career & Technical Center,-80.824807,41.280649
Tucson College,-110.883181,32.22205
Tucson College of Beauty,-110.996112,32.278252
Tufts University,-71.121689,42.406994
Tulane University of Louisiana,-90.120409,29.939696
Tulare Beauty College,-119.367947,36.204102
Tulsa Community College,-95.90825,36.106788
Tulsa Technology Center-Broken Arrow Campus,-95.836904,36.002854
Tulsa Technology Center-Lemley Campus,-95.888105,36.112649
Tulsa Technology Center-Owasso Campus,-95.820494,36.312305
Tulsa Technology Center-Peoria Campus,-95.977478,36.210577
Tulsa Technology Center-Riverside Campus,-95.982632,36.033552
Tulsa Technology Center-Sand Springs Campus,-96.095601,36.13761
Tulsa Welding School-Houston,-95.412531,29.95043
Tulsa Welding School-Jacksonville,-81.560631,30.31377
Tulsa Welding School-Jacksonville,-81.560428,30.282647
Tulsa Welding School-Tulsa,-95.959061,36.14838
Tulsa Welding School-Tulsa,-95.95421,36.147824
Tunxis Community College,-72.87754,41.705498
Turning Point Beauty College,-111.692404,32.879164
Turtle Mountain Community College,-99.750836,48.883758
Tusculum College,-82.761716,36.172558
Tuskegee University,-85.710315,32.431021
Twin City Beauty College,-86.477623,42.072138
Tyler Junior College,-95.284129,32.336015
U S Grant Joint Vocational School,-84.064771,38.962824
UEI College-Bakersfield,-119.050561,35.38258
UEI College-Fresno,-119.790435,36.783816
UEI College-Gardena,-118.287321,33.89328
UEI College-Riverside,-117.351921,33.97489
UEI College-Santa Cruz,-121.985231,36.98817
Uintah Basin Applied Technology College,-109.9771,40.300205
Ukiah Adult School,-123.214735,39.161993
Ulster BOCES School of Practical Nursing,-73.976438,41.905936
Ulster County Community College,-74.129983,41.855225
Ultimate Medical Academy-Clearwater,-82.785271,27.96534
Ultimate Medical Academy-Tampa,-82.4573,28.035202
Ultrasound Medical Institute,-80.228391,26.68298
Umpqua Community College,-123.333036,43.289807
Unification Theological Seminary,-73.922774,42.005744
Unilatina International College,-80.281685,25.979309
Union College,-73.928498,42.817578
Union College,-96.651095,40.774778
Union College,-83.887982,36.869066
Union County College,-74.319784,40.667835
Union County Vocational Technical School,-74.358205,40.616491
Union Graduate College,-73.92838,42.816692
Union Institute & University,-84.500139,39.126856
Union Presbyterian Seminary,-77.449317,37.578935
Union Theological Seminary in the City of New York,-73.96212,40.811461
Union University,-88.858524,35.676896
Unitech Training Academy-Alexandria,-92.534661,31.32246
Unitech Training Academy-Houma,-90.688353,29.57781
Unitech Training Academy-Lafayette,-92.069557,30.176116
Unitech Training Academy-Lake Charles,-93.193251,30.20428
Unitech Training Academy-Metairie,-90.219939,30.009722
Unitech Training Academy-West Monroe,-92.129419,32.506463
United Beauty College,-105.011261,39.69726
United Education Institute-Anaheim,-117.922674,33.850845
United Education Institute-Chula Vista,-117.080291,32.64072
United Education Institute-El Monte,-118.066371,34.07028
United Education Institute-Encino,-118.502261,34.17003
United Education Institute-Huntington Park Campus,-118.226206,33.986057
United Education Institute-Morrow,-84.338671,33.573394
United Education Institute-Ontario,-117.547751,34.06924
United Education Institute-UEI College San Marcos,-117.118911,33.13219
United Education Institute-UEI College Stockton,-121.308461,37.99756
United Healthcare Careers College,-118.274771,34.0499
United Medical and Business Institute,-84.438601,33.67849
United States Air Force Academy,-104.888747,39.011073
United States Coast Guard Academy,-72.098839,41.370261
United States Merchant Marine Academy,-73.762534,40.812154
United States Military Academy,-73.956804,41.390882
United States Naval Academy,-76.481692,38.980507
United States Sports Academy,-87.91163,30.639329
United States University,-117.092771,32.61718
United Talmudical Seminary,-73.959161,40.7057
United Technical Center,-80.358395,39.310658
United Theological Seminary,-84.273831,39.81345
United Theological Seminary of the Twin Cities,-93.224977,45.057139
United Tribes Technical College,-100.760705,46.768773
Unitek College,-122.115681,37.66064
Unitek College,-122.455951,37.65661
Unitek College,-121.961761,37.50904
Unity College,-69.332276,44.603165
Unity Cosmetology College,-88.636009,40.878132
UnityPoint Health-Des Moines School of Radiologic Technology,-93.635129,41.590094
Universal Career School,-80.370195,25.767485
Universal College of Beauty Inc-Los Angeles 1,-118.292148,33.959435
Universal College of Beauty Inc-Los Angeles 2,-118.331741,34.004239
Universal College of Healing Arts,-95.961539,41.339162
Universal Spa Training Academy,-87.993341,41.79595
Universal Technical Institute - Dallas Fort Worth,-97.012641,32.93807
Universal Technical Institute of Arizona Inc,-112.289693,33.453533
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,-112.121336,33.684428
Universal Technical Institute of California Inc,-117.576366,34.082782
Universal Technical Institute of Illinois Inc,-88.104241,41.80725
Universal Technical Institute of Massachusetts Inc,-71.201408,42.207644
Universal Technical Institute of Northern California Inc,-121.529503,38.64575
Universal Technical Institute of Pennsylvania Inc,-75.685133,40.070513
Universal Technical Institute of Texas Inc.,-95.41212,29.990492
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,-81.409713,28.424285
Universal Technical Institute-Southern California,-118.143844,33.825029
Universal Technology College of Puerto Rico,-67.149118,18.42489
Universal Therapeutic Massage Institute,-106.604888,35.11988
Universal Training Institute,-74.269901,40.51034
Universidad Adventista de las Antillas,-67.112632,18.205329
Universidad Ana G. Mendez-Virtual Campus,-66.06571,18.38431
Universidad Central de Bayamon,-66.181496,18.400541
Universidad Central Del Caribe,-66.154522,18.367405
Universidad Del Este,-65.983422,18.415027
Universidad del Sagrado Corazon,-66.075103,18.440592
Universidad Del Turabo,-66.006259,18.239647
Universidad Internacional Iberoamericana,-66.731046,18.468456
Universidad Metropolitana,-66.061615,18.387177
